ID;Nombre;Proveedor;LeadTime;Precio
1317;Televisor Max Gold;Alimentos y Logística del Sur;15;358.08
1318;Reloj Inalámbrico Red;Alimentos y Logística del Sur;15;269.13
1319;Chaqueta Max Silver;Alimentos y Logística del Sur;15;55.7
1320;Cafetera Portátil Red;Alimentos y Logística del Sur;15;73.49
1321;Termo Vintage Negro;Global Imports Corp;5;34.5
1322;Auriculares Vintage Gris;Textiles del Norte;10;42.18
1323;Termo Ultra Gold;MegaAbasto Co.;25;18.34
1324;Laptop Pro V2;TechDistribuidora S.A.;14;1765.34
1325;Televisor Vintage Blanco;Textiles del Norte;10;280.5
1326;Mesa Ergonómico Red;Comercializadora Omega;20;347.61
1327;Licuadora Pro Blanco;Hogar y Confort Ltda.;12;30.55
1328;Monitor Plus Gris;Distribución Express;3;226.26
1329;Mochila Basic Gris;MegaAbasto Co.;25;51.22
1330;Lámpara Modern Silver;Textiles del Norte;10;57.16
1331;Camiseta Ultra V2;Hogar y Confort Ltda.;12;46.92
1332;Silla Smart Silver;Comercializadora Omega;20;169.97
1333;Cafetera Ultra Negro;Hogar y Confort Ltda.;12;155.94
1334;Mesa Advanced Azul;Distribución Express;3;144.39
1335;Smartphone Basic Azul;TechDistribuidora S.A.;14;1023.72
1336;Teclado Max Negro;Textiles del Norte;10;76.26
1337;Zapatillas Basic Gris;Hogar y Confort Ltda.;12;76.54
1338;Cargador Pro V2;Global Imports Corp;5;12.15
1339;Mesa Smart Gold;Global Imports Corp;5;358.18
1340;Mochila Advanced Gold;TechDistribuidora S.A.;14;42.73
1341;Cargador Plus Silver;Global Imports Corp;5;30.63
1342;Gorra Basic Z3;Comercializadora Omega;20;20.39
1343;Teclado Eco Gris;Hogar y Confort Ltda.;12;55.67
1344;Teclado Modern Z3;TechDistribuidora S.A.;14;27.2
1345;Teclado Advanced Silver;Alimentos y Logística del Sur;15;64.89
1346;Cargador Modern Gris;MegaAbasto Co.;25;15.04
1347;Monitor Advanced Gold;Alimentos y Logística del Sur;15;132.44
1348;Cargador Modern Gris;Distribución Express;3;16.48
1349;Zapatillas Modern Azul;Soluciones Tecnológicas Nova;8;66.66
1350;Televisor Inalámbrico Red;Soluciones Tecnológicas Nova;8;751.78
1351;Lámpara Plus Red;MegaAbasto Co.;25;39.73
1352;Mouse Smart Blanco;Textiles del Norte;10;51.08
1353;Termo Advanced Blanco;Hogar y Confort Ltda.;12;17.07
1354;Silla Plus X1;Soluciones Tecnológicas Nova;8;195.87
1355;Chaqueta Advanced Gris;TechDistribuidora S.A.;14;94.02
1356;Chaqueta Premium X1;Global Imports Corp;5;64.63
1357;Mouse Eco Z3;Soluciones Tecnológicas Nova;8;23.03
1358;Mouse Eco X1;Textiles del Norte;10;59.89
1359;Gorra Ergonómico Gris;Suministros Industriales Alfa;7;13.93
1360;Cafetera Max X1;MegaAbasto Co.;25;139.25
1361;Teclado Advanced Blanco;Comercializadora Omega;20;53.23
1362;Smartphone Modern Azul;Soluciones Tecnológicas Nova;8;795.55
1363;Mouse Ultra X1;Global Imports Corp;5;15.77
1364;Mouse Inalámbrico Blanco;Global Imports Corp;5;59.95
1365;Smartphone Premium Azul;Alimentos y Logística del Sur;15;602.23
1366;Laptop Plus X1;Textiles del Norte;10;929.12
1367;Chaqueta Vintage Red;MegaAbasto Co.;25;84.13
1368;Monitor Vintage Azul;TechDistribuidora S.A.;14;308.39
1369;Termo Max X1;Distribución Express;3;18.78
1370;Cafetera Inalámbrico Gris;Alimentos y Logística del Sur;15;149.01
1371;Zapatillas Premium Gris;Soluciones Tecnológicas Nova;8;46.68
1372;Mochila Vintage Negro;MegaAbasto Co.;25;77.45
1373;Camiseta Advanced Red;Suministros Industriales Alfa;7;44.91
1374;Mochila Eco Azul;Comercializadora Omega;20;24.31
1375;Silla Portátil X1;Soluciones Tecnológicas Nova;8;163.52
1376;Licuadora Eco Negro;Alimentos y Logística del Sur;15;57.16
1377;Chaqueta Portátil Z3;Suministros Industriales Alfa;7;55.47
1378;Smartphone Basic Gris;Alimentos y Logística del Sur;15;420.31
1379;Gorra Pro X1;Comercializadora Omega;20;19.53
1380;Zapatillas Advanced Z3;Soluciones Tecnológicas Nova;8;139.98
1381;Silla Eco Azul;Hogar y Confort Ltda.;12;160.2
1382;Gorra Vintage Gold;Suministros Industriales Alfa;7;16.88
1383;Licuadora Ergonómico V2;Alimentos y Logística del Sur;15;52.07
1384;Laptop Pro Gris;Distribución Express;3;1481.86
1385;Televisor Plus Azul;TechDistribuidora S.A.;14;641.23
1386;Licuadora Pro Gold;Global Imports Corp;5;44.24
1387;Teclado Ultra Silver;Hogar y Confort Ltda.;12;83.65
1388;Chaqueta Pro Z3;Global Imports Corp;5;59.25
1389;Licuadora Advanced X1;Comercializadora Omega;20;97.92
1390;Mouse Eco Z3;Hogar y Confort Ltda.;12;44.54
1391;Mochila Portátil X1;Global Imports Corp;5;72.13
1392;Teclado Modern V2;Comercializadora Omega;20;79.91
1393;Lámpara Eco Silver;Comercializadora Omega;20;75.82
1394;Gorra Basic Blanco;Distribución Express;3;13.33
1395;Cargador Ergonómico V2;MegaAbasto Co.;25;23.54
1396;Teclado Eco Silver;Comercializadora Omega;20;32.67
1397;Reloj Eco Gold;Suministros Industriales Alfa;7;107.94
1398;Camiseta Premium Negro;Suministros Industriales Alfa;7;35.26
1399;Zapatillas Portátil Silver;Textiles del Norte;10;145.57
1400;Auriculares Premium V2;MegaAbasto Co.;25;98.11
1401;Silla Eco Blanco;Suministros Industriales Alfa;7;103.14
1402;Laptop Portátil Gold;MegaAbasto Co.;25;1287.16
1403;Termo Inalámbrico Blanco;Comercializadora Omega;20;39.05
1404;Zapatillas Eco Azul;Textiles del Norte;10;129.7
1405;Silla Advanced Gris;Global Imports Corp;5;88.42
1406;Termo Vintage X1;Textiles del Norte;10;25.39
1407;Reloj Pro Gold;TechDistribuidora S.A.;14;225.14
1408;Mesa Basic Gris;Alimentos y Logística del Sur;15;221.34
1409;Televisor Advanced X1;Textiles del Norte;10;250.44
1410;Cafetera Vintage Blanco;MegaAbasto Co.;25;101.75
1411;Smartphone Portátil Azul;MegaAbasto Co.;25;333.15
1412;Teclado Modern X1;Hogar y Confort Ltda.;12;35.05
1413;Mouse Eco Azul;Comercializadora Omega;20;34.05
1414;Teclado Plus Z3;Soluciones Tecnológicas Nova;8;17.83
1415;Gorra Smart Red;Global Imports Corp;5;19.19
1416;Teclado Basic V2;Textiles del Norte;10;51.7
1417;Silla Ultra Red;Comercializadora Omega;20;239.24
1418;Televisor Portátil V2;Alimentos y Logística del Sur;15;612.56
1419;Mouse Basic Blanco;Alimentos y Logística del Sur;15;29.79
1420;Silla Modern Silver;Global Imports Corp;5;177.26
1421;Lámpara Basic Negro;Distribución Express;3;50.98
1422;Licuadora Premium Blanco;Distribución Express;3;52.72
1423;Zapatillas Advanced Blanco;Textiles del Norte;10;143.68
1424;Camiseta Smart Blanco;Comercializadora Omega;20;23.51
1425;Cafetera Inalámbrico Silver;Hogar y Confort Ltda.;12;110.28
1426;Auriculares Smart Azul;Hogar y Confort Ltda.;12;88.6
1427;Cafetera Basic Red;Suministros Industriales Alfa;7;186.15
1428;Gorra Vintage Blanco;TechDistribuidora S.A.;14;13.86
1429;Mochila Basic Azul;Distribución Express;3;28.62
1430;Smartphone Inalámbrico V2;MegaAbasto Co.;25;673.17
1431;Teclado Portátil Red;MegaAbasto Co.;25;35.54
1432;Silla Ultra Azul;MegaAbasto Co.;25;189.61
1433;Termo Pro Azul;Distribución Express;3;26.0
1434;Silla Ergonómico Azul;Hogar y Confort Ltda.;12;142.57
1435;Mouse Plus Silver;MegaAbasto Co.;25;54.06
1436;Monitor Modern V2;Hogar y Confort Ltda.;12;140.13
1437;Auriculares Pro Azul;Comercializadora Omega;20;141.76
1438;Monitor Pro Blanco;Comercializadora Omega;20;163.76
1439;Auriculares Modern Silver;Suministros Industriales Alfa;7;76.8
1440;Reloj Pro Blanco;Global Imports Corp;5;271.79
1441;Televisor Portátil Azul;Soluciones Tecnológicas Nova;8;551.61
1442;Zapatillas Premium X1;MegaAbasto Co.;25;84.97
1443;Silla Premium Gold;TechDistribuidora S.A.;14;230.97
1444;Licuadora Pro Blanco;Suministros Industriales Alfa;7;32.13
1445;Cafetera Ultra Blanco;TechDistribuidora S.A.;14;48.52
1446;Reloj Max Red;Alimentos y Logística del Sur;15;119.02
1447;Monitor Ultra Gold;Suministros Industriales Alfa;7;401.24
1448;Lámpara Pro Negro;Alimentos y Logística del Sur;15;23.77
1449;Silla Inalámbrico Negro;Soluciones Tecnológicas Nova;8;153.33
1450;Reloj Portátil Z3;Global Imports Corp;5;283.23
1451;Mouse Portátil Gris;Hogar y Confort Ltda.;12;50.29
1452;Televisor Basic Silver;Global Imports Corp;5;623.14
1453;Termo Advanced Silver;Soluciones Tecnológicas Nova;8;27.09
1454;Smartphone Smart Z3;Alimentos y Logística del Sur;15;1178.85
1455;Smartphone Eco Silver;Hogar y Confort Ltda.;12;305.87
1456;Reloj Modern Gris;MegaAbasto Co.;25;170.36
1457;Cafetera Portátil Blanco;Distribución Express;3;30.41
1458;Mesa Plus V2;Comercializadora Omega;20;242.71
1459;Camiseta Modern Azul;Distribución Express;3;33.16
1460;Camiseta Plus Silver;TechDistribuidora S.A.;14;22.29
1461;Reloj Modern Silver;Comercializadora Omega;20;251.71
1462;Lámpara Inalámbrico Gold;Distribución Express;3;17.39
1463;Mesa Smart V2;MegaAbasto Co.;25;138.89
1464;Televisor Basic Z3;Global Imports Corp;5;534.62
1465;Mouse Vintage Azul;Global Imports Corp;5;61.81
1466;Mochila Inalámbrico Azul;Textiles del Norte;10;45.54
1467;Licuadora Vintage V2;Hogar y Confort Ltda.;12;50.79
1468;Cafetera Inalámbrico Silver;TechDistribuidora S.A.;14;146.87
1469;Mesa Ultra V2;MegaAbasto Co.;25;127.05
1470;Mochila Pro Azul;Textiles del Norte;10;29.27
1471;Camiseta Eco Azul;Distribución Express;3;39.15
1472;Zapatillas Basic Gold;Suministros Industriales Alfa;7;91.62
1473;Camiseta Modern Gold;TechDistribuidora S.A.;14;41.13
1474;Camiseta Premium Blanco;TechDistribuidora S.A.;14;37.18
1475;Termo Ergonómico X1;Suministros Industriales Alfa;7;30.31
1476;Mesa Ultra Azul;Distribución Express;3;249.92
1477;Mouse Premium X1;Global Imports Corp;5;43.78
1478;Camiseta Vintage Z3;Hogar y Confort Ltda.;12;20.67
1479;Lámpara Basic V2;Global Imports Corp;5;79.85
1480;Teclado Portátil X1;Comercializadora Omega;20;88.16
1481;Zapatillas Advanced Blanco;Distribución Express;3;112.98
1482;Chaqueta Premium Silver;Hogar y Confort Ltda.;12;124.75
1483;Lámpara Vintage V2;Comercializadora Omega;20;30.8
1484;Mouse Premium Blanco;Global Imports Corp;5;13.41
1485;Termo Plus Red;TechDistribuidora S.A.;14;37.6
1486;Auriculares Vintage Gold;Global Imports Corp;5;102.73
1487;Televisor Max X1;Suministros Industriales Alfa;7;536.74
1488;Gorra Plus Silver;MegaAbasto Co.;25;20.2
1489;Mesa Advanced Negro;MegaAbasto Co.;25;288.82
1490;Reloj Plus Negro;Comercializadora Omega;20;114.07
1491;Mouse Ultra Red;Hogar y Confort Ltda.;12;66.35
1492;Termo Ergonómico Red;Alimentos y Logística del Sur;15;21.81
1493;Cargador Ultra Silver;Comercializadora Omega;20;28.92
1494;Laptop Premium X1;TechDistribuidora S.A.;14;1189.79
1495;Reloj Max Gold;Global Imports Corp;5;163.71
1496;Zapatillas Vintage Red;Textiles del Norte;10;59.98
1497;Gorra Premium Blanco;Textiles del Norte;10;12.07
1498;Silla Max Silver;MegaAbasto Co.;25;161.42
1499;Lámpara Pro Gold;MegaAbasto Co.;25;33.87
1500;Teclado Ultra Red;Distribución Express;3;75.69
1501;Teclado Premium Gris;Suministros Industriales Alfa;7;73.66
1502;Auriculares Basic Blanco;MegaAbasto Co.;25;46.19
1503;Monitor Plus Gold;Comercializadora Omega;20;363.22
1504;Cargador Vintage Gold;Suministros Industriales Alfa;7;21.0
1505;Lámpara Modern Gold;Global Imports Corp;5;37.51
1506;Auriculares Pro Gold;Textiles del Norte;10;33.31
1507;Laptop Basic X1;Soluciones Tecnológicas Nova;8;764.38
1508;Chaqueta Basic Azul;Suministros Industriales Alfa;7;72.19
1509;Camiseta Advanced Blanco;TechDistribuidora S.A.;14;16.4
1510;Licuadora Vintage Silver;TechDistribuidora S.A.;14;112.17
1511;Licuadora Inalámbrico Silver;MegaAbasto Co.;25;97.17
1512;Mochila Ultra Negro;Distribución Express;3;75.83
1513;Reloj Smart Red;Distribución Express;3;149.36
1514;Teclado Basic Z3;MegaAbasto Co.;25;52.34
1515;Laptop Portátil V2;Soluciones Tecnológicas Nova;8;1716.2
1516;Lámpara Inalámbrico Z3;Alimentos y Logística del Sur;15;25.16
1517;Monitor Pro V2;Distribución Express;3;266.65
1518;Monitor Portátil Negro;Global Imports Corp;5;420.96
1519;Televisor Pro V2;Suministros Industriales Alfa;7;407.41
1520;Auriculares Advanced Red;Distribución Express;3;74.81
1521;Teclado Ergonómico V2;Distribución Express;3;83.06
1522;Gorra Smart Blanco;Hogar y Confort Ltda.;12;21.71
1523;Licuadora Basic Blanco;Hogar y Confort Ltda.;12;44.3
1524;Cafetera Smart V2;Suministros Industriales Alfa;7;91.03
1525;Laptop Plus Negro;TechDistribuidora S.A.;14;1545.87
1526;Mochila Portátil Azul;Hogar y Confort Ltda.;12;57.61
1527;Mesa Basic Silver;Hogar y Confort Ltda.;12;290.33
1528;Zapatillas Pro Azul;Alimentos y Logística del Sur;15;88.09
1529;Laptop Smart Silver;Alimentos y Logística del Sur;15;1432.56
1530;Lámpara Inalámbrico Gris;Soluciones Tecnológicas Nova;8;64.55
1531;Camiseta Premium Gris;Alimentos y Logística del Sur;15;41.57
1532;Silla Eco Gold;MegaAbasto Co.;25;151.8
1533;Smartphone Ultra Negro;TechDistribuidora S.A.;14;336.17
1534;Termo Advanced X1;MegaAbasto Co.;25;32.5
1535;Laptop Vintage Z3;Hogar y Confort Ltda.;12;1088.73
1536;Reloj Basic Blanco;Hogar y Confort Ltda.;12;155.05
1537;Lámpara Max Red;Comercializadora Omega;20;74.74
1538;Mesa Basic Negro;Textiles del Norte;10;220.1
1539;Auriculares Basic Blanco;MegaAbasto Co.;25;53.58
1540;Mouse Portátil V2;Comercializadora Omega;20;16.5
1541;Reloj Modern Z3;TechDistribuidora S.A.;14;219.82
1542;Cafetera Max V2;Global Imports Corp;5;191.73
1543;Lámpara Ergonómico Z3;Distribución Express;3;49.41
1544;Termo Ergonómico V2;Hogar y Confort Ltda.;12;33.45
1545;Licuadora Advanced Red;Textiles del Norte;10;75.33
1546;Televisor Vintage X1;Textiles del Norte;10;257.54
1547;Gorra Plus X1;Global Imports Corp;5;14.48
1548;Camiseta Eco Gris;Global Imports Corp;5;17.76
1549;Laptop Ultra X1;Textiles del Norte;10;733.49
1550;Reloj Pro Gold;Hogar y Confort Ltda.;12;153.19
1551;Chaqueta Plus V2;Comercializadora Omega;20;69.31
1552;Mouse Max Red;MegaAbasto Co.;25;56.6
1553;Camiseta Inalámbrico V2;Hogar y Confort Ltda.;12;18.45
1554;Chaqueta Smart Negro;Distribución Express;3;179.0
1555;Cafetera Premium Blanco;MegaAbasto Co.;25;47.06
1556;Mouse Premium Gris;Comercializadora Omega;20;33.55
1557;Camiseta Smart Red;Global Imports Corp;5;29.38
1558;Mochila Basic V2;Distribución Express;3;31.55
1559;Televisor Vintage Negro;Textiles del Norte;10;528.63
1560;Laptop Max Azul;Textiles del Norte;10;1035.43
1561;Smartphone Basic Z3;TechDistribuidora S.A.;14;727.14
1562;Zapatillas Eco Blanco;Distribución Express;3;80.22
1563;Licuadora Smart X1;Distribución Express;3;30.16
1564;Licuadora Max V2;Alimentos y Logística del Sur;15;115.68
1565;Televisor Inalámbrico Gold;TechDistribuidora S.A.;14;309.6
1566;Cafetera Plus Gold;TechDistribuidora S.A.;14;187.98
1567;Silla Plus Gris;Hogar y Confort Ltda.;12;228.63
1568;Camiseta Smart X1;Alimentos y Logística del Sur;15;26.33
1569;Licuadora Plus X1;Soluciones Tecnológicas Nova;8;96.78
1570;Mochila Ultra Blanco;MegaAbasto Co.;25;52.7
1571;Termo Plus Red;Global Imports Corp;5;12.23
1572;Reloj Ultra X1;Alimentos y Logística del Sur;15;200.2
1573;Mesa Inalámbrico Red;Global Imports Corp;5;313.48
1574;Smartphone Inalámbrico Blanco;Alimentos y Logística del Sur;15;1043.28
1575;Reloj Max Red;Soluciones Tecnológicas Nova;8;98.18
1576;Zapatillas Premium Z3;Soluciones Tecnológicas Nova;8;91.43
1577;Cargador Basic Silver;Comercializadora Omega;20;18.65
1578;Smartphone Inalámbrico Gold;Distribución Express;3;348.54
1579;Chaqueta Inalámbrico X1;Suministros Industriales Alfa;7;176.17
1580;Chaqueta Smart X1;Textiles del Norte;10;103.01
1581;Termo Modern Red;Distribución Express;3;17.59
1582;Camiseta Eco Z3;Global Imports Corp;5;33.14
1583;Mochila Smart Silver;MegaAbasto Co.;25;57.78
1584;Televisor Plus V2;Global Imports Corp;5;380.01
1585;Lámpara Inalámbrico Gris;Alimentos y Logística del Sur;15;39.32
1586;Auriculares Max Negro;Soluciones Tecnológicas Nova;8;123.53
1587;Auriculares Advanced Red;TechDistribuidora S.A.;14;105.02
1588;Mesa Advanced Gris;Suministros Industriales Alfa;7;188.77
1589;Chaqueta Modern Silver;Comercializadora Omega;20;55.32
1590;Mouse Pro X1;MegaAbasto Co.;25;30.65
1591;Termo Max Blanco;MegaAbasto Co.;25;35.78
1592;Zapatillas Modern Gris;Distribución Express;3;96.41
1593;Teclado Portátil Negro;Hogar y Confort Ltda.;12;71.01
1594;Auriculares Inalámbrico V2;MegaAbasto Co.;25;55.87
1595;Monitor Ergonómico X1;Hogar y Confort Ltda.;12;179.77
1596;Cafetera Portátil Blanco;Textiles del Norte;10;131.32
1597;Auriculares Max Red;Textiles del Norte;10;92.07
1598;Televisor Smart Blanco;Soluciones Tecnológicas Nova;8;666.55
1599;Cargador Inalámbrico Azul;Comercializadora Omega;20;17.69
1600;Cafetera Ergonómico Red;Alimentos y Logística del Sur;15;108.13
1601;Teclado Portátil Silver;Soluciones Tecnológicas Nova;8;54.86
1602;Licuadora Portátil V2;Distribución Express;3;82.99
1603;Mouse Advanced Negro;Comercializadora Omega;20;19.4
1604;Monitor Max Z3;Comercializadora Omega;20;432.45
1605;Laptop Ergonómico Gris;Comercializadora Omega;20;1751.03
1606;Teclado Pro V2;Suministros Industriales Alfa;7;35.42
1607;Licuadora Eco Silver;Suministros Industriales Alfa;7;106.21
1608;Cafetera Smart Z3;MegaAbasto Co.;25;108.71
1609;Mouse Advanced Azul;Soluciones Tecnológicas Nova;8;42.24
1610;Mochila Smart Blanco;TechDistribuidora S.A.;14;32.02
1611;Auriculares Ergonómico Gris;Hogar y Confort Ltda.;12;112.84
1612;Licuadora Advanced Gris;MegaAbasto Co.;25;55.98
1613;Termo Basic Blanco;TechDistribuidora S.A.;14;13.99
1614;Chaqueta Smart Negro;Soluciones Tecnológicas Nova;8;175.78
1615;Zapatillas Premium V2;Textiles del Norte;10;50.55
1616;Licuadora Premium V2;Hogar y Confort Ltda.;12;59.12
1617;Termo Ergonómico V2;TechDistribuidora S.A.;14;28.84
1618;Gorra Eco Gris;Suministros Industriales Alfa;7;28.76
1619;Reloj Vintage Negro;MegaAbasto Co.;25;185.6
1620;Zapatillas Pro Azul;Global Imports Corp;5;118.54
1621;Televisor Ergonómico X1;Soluciones Tecnológicas Nova;8;898.84
1622;Lámpara Premium Azul;Textiles del Norte;10;64.54
1623;Lámpara Ultra Gold;Comercializadora Omega;20;62.02
1624;Televisor Advanced X1;Comercializadora Omega;20;681.16
1625;Monitor Smart V2;Comercializadora Omega;20;259.26
1626;Gorra Inalámbrico Z3;Hogar y Confort Ltda.;12;28.14
1627;Smartphone Basic V2;Comercializadora Omega;20;734.1
1628;Televisor Pro Red;Suministros Industriales Alfa;7;613.55
1629;Chaqueta Premium Gold;Textiles del Norte;10;85.33
1630;Termo Vintage Red;Textiles del Norte;10;39.2
1631;Mochila Premium Blanco;Distribución Express;3;38.14
1632;Laptop Portátil Gold;Comercializadora Omega;20;685.5
1633;Monitor Pro Negro;Global Imports Corp;5;150.8
1634;Mouse Basic Gold;Soluciones Tecnológicas Nova;8;56.84
1635;Televisor Eco Azul;Distribución Express;3;718.56
1636;Lámpara Premium Z3;Distribución Express;3;62.05
1637;Termo Vintage Azul;Textiles del Norte;10;20.11
1638;Televisor Vintage Negro;Textiles del Norte;10;418.26
1639;Mesa Ultra Gold;Comercializadora Omega;20;382.94
1640;Auriculares Basic Azul;Textiles del Norte;10;37.8
1641;Reloj Vintage V2;MegaAbasto Co.;25;284.5
1642;Chaqueta Plus Negro;Textiles del Norte;10;134.31
1643;Lámpara Max X1;Distribución Express;3;57.16
1644;Mochila Basic Blanco;TechDistribuidora S.A.;14;33.9
1645;Cafetera Pro Blanco;TechDistribuidora S.A.;14;159.66
1646;Zapatillas Max V2;Global Imports Corp;5;77.5
1647;Chaqueta Max V2;Distribución Express;3;163.5
1648;Camiseta Smart Azul;Comercializadora Omega;20;16.69
1649;Mesa Portátil Silver;Hogar y Confort Ltda.;12;261.33
1650;Reloj Vintage Negro;Textiles del Norte;10;195.19
1651;Cafetera Basic Azul;Suministros Industriales Alfa;7;124.28
1652;Mesa Plus Gold;Comercializadora Omega;20;347.37
1653;Cafetera Max Negro;TechDistribuidora S.A.;14;177.68
1654;Mesa Modern Z3;Suministros Industriales Alfa;7;112.28
1655;Auriculares Plus Silver;Distribución Express;3;76.31
1656;Silla Inalámbrico V2;Hogar y Confort Ltda.;12;114.15
1657;Cafetera Smart Red;Hogar y Confort Ltda.;12;196.05
1658;Televisor Eco Red;MegaAbasto Co.;25;454.81
1659;Termo Ergonómico Red;Global Imports Corp;5;19.71
1660;Laptop Smart Azul;MegaAbasto Co.;25;986.63
1661;Teclado Plus Azul;Comercializadora Omega;20;88.56
1662;Teclado Advanced V2;Global Imports Corp;5;15.5
1663;Mochila Vintage Blanco;Textiles del Norte;10;71.84
1664;Laptop Premium Silver;Global Imports Corp;5;1900.55
1665;Mouse Pro Gold;MegaAbasto Co.;25;27.63
1666;Laptop Advanced V2;Hogar y Confort Ltda.;12;1671.78
1667;Lámpara Ultra Gris;Alimentos y Logística del Sur;15;50.28
1668;Smartphone Plus Negro;Suministros Industriales Alfa;7;782.5
1669;Cargador Eco X1;Suministros Industriales Alfa;7;20.46
1670;Auriculares Portátil X1;Global Imports Corp;5;79.29
1671;Lámpara Eco Gold;Distribución Express;3;57.2
1672;Reloj Smart Silver;TechDistribuidora S.A.;14;285.7
1673;Chaqueta Modern X1;Soluciones Tecnológicas Nova;8;160.51
1674;Monitor Premium Z3;Textiles del Norte;10;229.38
1675;Laptop Basic Red;MegaAbasto Co.;25;1179.2
1676;Teclado Vintage V2;Global Imports Corp;5;88.13
1677;Cargador Plus Z3;Comercializadora Omega;20;22.35
1678;Lámpara Smart Gold;Soluciones Tecnológicas Nova;8;71.44
1679;Gorra Pro Silver;Hogar y Confort Ltda.;12;19.92
1680;Gorra Advanced Negro;Alimentos y Logística del Sur;15;15.05
1681;Termo Premium Red;Hogar y Confort Ltda.;12;35.68
1682;Televisor Portátil Azul;Soluciones Tecnológicas Nova;8;419.19
1683;Licuadora Vintage X1;Suministros Industriales Alfa;7;95.18
1684;Teclado Portátil Gold;Alimentos y Logística del Sur;15;80.22
1685;Silla Eco Azul;Comercializadora Omega;20;153.87
1686;Termo Pro Silver;TechDistribuidora S.A.;14;37.52
1687;Smartphone Smart Gris;Soluciones Tecnológicas Nova;8;627.72
1688;Licuadora Portátil Z3;Global Imports Corp;5;43.39
1689;Mouse Inalámbrico Blanco;Distribución Express;3;57.59
1690;Cafetera Basic Red;Soluciones Tecnológicas Nova;8;140.15
1691;Chaqueta Smart Negro;Comercializadora Omega;20;108.86
1692;Mochila Basic Gold;Distribución Express;3;39.56
1693;Zapatillas Vintage Red;MegaAbasto Co.;25;127.97
1694;Auriculares Modern Azul;Alimentos y Logística del Sur;15;123.67
1695;Lámpara Ultra X1;Soluciones Tecnológicas Nova;8;49.83
1696;Laptop Modern Azul;Hogar y Confort Ltda.;12;813.45
1697;Zapatillas Advanced Gris;Global Imports Corp;5;65.34
1698;Silla Smart Blanco;Hogar y Confort Ltda.;12;82.28
1699;Gorra Pro Blanco;TechDistribuidora S.A.;14;29.63
1700;Cafetera Pro Red;Soluciones Tecnológicas Nova;8;140.76
1701;Laptop Ergonómico Azul;Distribución Express;3;647.92
1702;Televisor Smart Gold;Comercializadora Omega;20;840.23
1703;Cafetera Premium Silver;MegaAbasto Co.;25;132.29
1704;Zapatillas Pro Azul;MegaAbasto Co.;25;101.81
1705;Mochila Ultra Gris;TechDistribuidora S.A.;14;76.61
1706;Termo Max Blanco;Hogar y Confort Ltda.;12;33.43
1707;Chaqueta Ultra Gris;Suministros Industriales Alfa;7;132.7
1708;Cargador Smart Blanco;Alimentos y Logística del Sur;15;23.19
1709;Silla Max Red;Alimentos y Logística del Sur;15;80.95
1710;Cargador Pro Gris;Suministros Industriales Alfa;7;16.71
1711;Mochila Ultra Gold;TechDistribuidora S.A.;14;32.99
1712;Monitor Plus Z3;Soluciones Tecnológicas Nova;8;279.7
1713;Mouse Pro Azul;Alimentos y Logística del Sur;15;46.74
1714;Mochila Smart V2;Comercializadora Omega;20;65.95
1715;Teclado Advanced Red;Soluciones Tecnológicas Nova;8;41.15
1716;Televisor Portátil X1;Soluciones Tecnológicas Nova;8;665.31
1717;Smartphone Basic Red;Suministros Industriales Alfa;7;315.34
1718;Gorra Premium V2;Distribución Express;3;20.77
1719;Cafetera Basic Gris;Hogar y Confort Ltda.;12;76.33
1720;Mesa Advanced Z3;Distribución Express;3;110.92
1721;Monitor Plus Negro;TechDistribuidora S.A.;14;421.22
1722;Cafetera Premium Gris;Comercializadora Omega;20;96.32
1723;Smartphone Max Gris;Comercializadora Omega;20;653.27
1724;Cafetera Plus Blanco;Suministros Industriales Alfa;7;44.49
1725;Mochila Eco Gold;Alimentos y Logística del Sur;15;61.38
1726;Auriculares Smart Z3;Soluciones Tecnológicas Nova;8;45.04
1727;Smartphone Eco Blanco;Distribución Express;3;773.6
1728;Cafetera Smart Negro;Suministros Industriales Alfa;7;168.8
1729;Gorra Premium Gold;Distribución Express;3;26.44
1730;Auriculares Pro Blanco;TechDistribuidora S.A.;14;35.63
1731;Monitor Pro Z3;Distribución Express;3;435.63
1732;Lámpara Advanced Gold;Textiles del Norte;10;71.29
1733;Lámpara Portátil Negro;Comercializadora Omega;20;63.62
1734;Monitor Basic Red;Hogar y Confort Ltda.;12;315.35
1735;Termo Basic Blanco;Suministros Industriales Alfa;7;22.99
1736;Cafetera Modern Z3;Soluciones Tecnológicas Nova;8;187.02
1737;Silla Basic Z3;TechDistribuidora S.A.;14;241.9
1738;Termo Basic Gold;Suministros Industriales Alfa;7;33.33
1739;Camiseta Ultra Silver;Suministros Industriales Alfa;7;45.95
1740;Chaqueta Portátil Azul;Soluciones Tecnológicas Nova;8;148.2
1741;Cafetera Portátil X1;Suministros Industriales Alfa;7;171.52
1742;Zapatillas Max Z3;TechDistribuidora S.A.;14;54.43
1743;Teclado Advanced Azul;Alimentos y Logística del Sur;15;22.44
1744;Reloj Eco Red;TechDistribuidora S.A.;14;288.88
1745;Reloj Pro Gold;TechDistribuidora S.A.;14;207.06
1746;Silla Smart Z3;Distribución Express;3;107.22
1747;Licuadora Basic Red;Global Imports Corp;5;80.24
1748;Cargador Portátil Z3;Soluciones Tecnológicas Nova;8;18.09
